"21 Lansdowne Close, Burnley, BB11 2JP",53.781449,-2.250655
"17 Lansdowne Close, Burnley, BB11 2JP",53.781349,-2.250415
"23 Lansdowne Close, Burnley, BB11 2JP",53.781499,-2.250775
"19 Lansdowne Close, Burnley, BB11 2JP",53.781399,-2.250535
